block_size,cache_index_and_filter_blocks,compaction_readahead_size,compression_type,level0_file_num_compaction_trigger,level0_slowdown_writes_trigger,level0_stop_writes_trigger,max_background_compactions,max_background_flushes,max_bytes_for_level_multiplier,max_write_buffer_number,min_write_buffer_number_to_merge,write_buffer_size,Throughput,Timestamp
4096,false,0,snappy,4,0,32,1,1,10,2,1,67108864,-64547,996038
32,true,400000,snappy,256,128,2,8,3,7,16,1,64,-2184,2021739
2048,true,240000,zstd,2,1024,1,16,8,7,64,1,8388608,-12782,3019785
4096,false,320000,snappy,8,8,1024,256,1,4,128,2,134217728,-65425,4016191
64,true,200000,zstd,8,512,32,32,1,1,4,8,67108864,-2030,5033602
8,false,40000,zstd,256,256,16,128,6,2,2,1,16384,-10603,6057831
524288,true,0,lz4,1,4,512,2,5,8,64,1,2097152,-19471,7053653
8,true,120000,snappy,128,0,1024,1,4,4,4,1,16777216,-2714,8067496
4,true,200000,snappy,1,32,2,4,2,3,64,2,1073741824,-4788,9068949
4096,true,40000,lz4,128,2,1024,4,9,7,4,32,67108864,-50004,10062355
4096,true,280000,snappy,16,128,1024,256,6,5,16,2,2097152,-41567,11054874
131072,false,280000,lz4,8,8,16,128,0,7,2,4,1073741824,-60530,12048597
16,true,200000,snappy,256,0,4,1,6,3,64,2,8,-2328,13068035
64,false,0,lz4,16,64,1024,128,5,4,16,32,16384,-44834,14072938
32,true,80000,lz4,1,512,4,32,9,5,8,1,8,-3367,15094477
256,true,280000,snappy,16,8,4,2,5,1,16,8,128,-3683,16112141
262144,false,0,lz4,2,16,8,128,8,6,8,16,4,-29364,17115512
256,false,80000,lz4,4,64,4,4,5,1,1,4,32,-35397,18120050
32768,false,200000,zstd,8,4,128,128,7,7,16,32,16,-17659,19128697
32,false,40000,snappy,8,64,128,2,8,8,8,32,64,-46642,20131622
512,true,280000,snappy,1,2,1,1,8,2,128,16,134217728,-42930,21130246
32768,false,0,snappy,32,32,2,32,4,3,64,2,8,-18977,22132603
8,false,400000,snappy,128,32,1024,64,7,0,1,2,8,-14421,23136240
1,false,80000,zstd,256,8,2,256,6,6,1,16,1048576,-28172,24135902
32,false,40000,snappy,4,4,512,1,0,0,16,4,134217728,-64864,25133378
32,true,360000,lz4,1,512,32,256,5,10,2,4,1024,-3193,26151685
524288,false,0,zstd,4,64,1,4,0,8,128,32,16,-6548,27159485
8192,true,0,zstd,4,1024,512,4,4,1,1,1,16384,-17466,28165742
65536,true,360000,lz4,256,16,8,128,4,9,16,2,2048,-10117,29177720
4096,true,160000,snappy,128,16,256,1,0,10,64,32,262144,-49690,30172802
8,false,320000,lz4,16,32,128,256,3,10,1,8,8,-15336,31179377
524288,true,240000,snappy,4,64,32,8,8,3,64,4,8192,-15075,32184543
256,true,120000,lz4,256,32,256,32,9,3,16,4,33554432,-11282,33184119
4,true,0,lz4,64,1024,512,8,4,1,64,1,131072,-4485,34204738
512,true,0,lz4,128,256,128,16,9,10,16,16,8,-14277,35211828
4,true,40000,snappy,32,32,512,128,3,6,2,32,8388608,-2578,36226510
4,true,120000,lz4,16,0,32,4,7,7,16,16,134217728,-20671,37223574
8192,false,240000,lz4,4,128,128,128,6,1,8,2,8388608,-65114,38217627
2048,false,400000,lz4,128,4,2,64,1,6,8,4,16384,-32492,39219475
262144,false,400000,snappy,128,1024,128,1,3,7,4,16,8388608,-32886,40214049
262144,true,280000,snappy,1,64,2,64,1,9,2,16,33554432,-53610,41215338
4096,false,40000,snappy,256,1,512,4,1,1,32,2,64,-25827,42224108
16384,false,400000,snappy,256,32,1024,128,8,10,16,4,1073741824,-60063,43219804
16,true,360000,zstd,128,512,512,1,8,6,2,8,16384,-1126,44265357
32,true,160000,snappy,1,2,64,32,9,4,8,32,128,-1813,45305242
256,true,80000,snappy,128,16,32,8,3,8,32,4,128,-4195,46325670
1,true,200000,lz4,256,16,512,16,3,7,128,4,536870912,-18159,47325987
64,true,280000,zstd,16,2,1024,4,5,6,32,2,4194304,-1868,48379604
524288,false,280000,zstd,2,512,2,2,1,6,4,16,65536,-5454,49396633
64,false,200000,lz4,1,512,16,64,7,1,8,4,4096,-44967,50402596
4096,false,400000,lz4,128,1,512,1,3,7,8,16,16,-33935,51410931
256,true,200000,zstd,8,1,256,256,7,10,128,16,512,-1846,52447377
1,false,120000,zstd,4,128,2,1,1,0,32,32,1048576,-46797,53450274
1024,false,240000,lz4,4,256,128,256,2,4,8,8,512,-54579,54453311
4,true,320000,lz4,4,256,1024,256,7,8,4,2,131072,-3168,55466422
128,true,0,zstd,128,128,128,128,8,9,2,1,134217728,-5004,56492503
8192,true,0,snappy,32,256,1,8,7,7,4,1,67108864,-52888,57487521
128,true,40000,snappy,64,8,512,8,4,10,32,1,64,-2120,58514124
4096,true,0,snappy,8,8,256,8,0,6,2,8,4096,-3670,59531053
2048,true,0,snappy,256,0,1,256,8,2,16,32,32768,-20931,60537711
131072,false,0,snappy,256,1024,8,256,9,4,4,16,32768,-3639,61558185
262144,false,360000,lz4,128,1,256,1,4,5,2,16,16,-18474,62561179
131072,true,280000,snappy,16,128,4,4,8,9,16,4,2097152,-37824,63556181
2048,true,200000,lz4,64,16,128,2,5,4,2,32,256,-13303,64560534
8192,true,240000,snappy,256,2,1024,16,6,5,4,32,16,-19878,65564702
1,false,80000,zstd,8,1024,2,32,7,5,128,16,131072,-39939,66569447
32768,false,400000,snappy,1,8,4,128,9,9,2,8,33554432,-61943,67567307
16384,true,40000,lz4,4,512,32,128,2,9,16,16,1,-49627,68572810
65536,false,40000,snappy,2,256,4,32,2,3,8,1,128,-33818,69578786
8192,false,40000,lz4,16,0,1024,2,7,10,128,4,64,-18452,70586747
1024,false,80000,lz4,16,64,2,16,2,3,4,32,16,-43094,71593915
131072,true,240000,zstd,256,16,8,64,7,6,32,8,1048576,-2449,72606970
16,false,240000,lz4,128,4,1024,256,9,7,8,16,2097152,-56897,73607490
65536,true,360000,zstd,2,8,512,4,2,0,1,16,2048,-3577,74630944
16384,true,0,lz4,32,4,8,8,2,1,128,32,2097152,-51419,75629433
16,true,200000,lz4,128,4,32,128,9,6,2,16,32,-2849,76650775
4096,false,0,zstd,1,1024,256,1,1,9,4,1,256,-4895,77671631
512,true,280000,lz4,1,0,16,64,4,8,2,4,32,-355,78837696
1,false,360000,zstd,32,128,16,128,0,1,16,4,16777216,-90532,79839169
64,true,40000,snappy,4,1,64,256,1,0,8,4,8,-1863,80877716
262144,false,160000,snappy,128,8,4,16,9,2,4,4,65536,-5697,81891635
524288,true,240000,lz4,4,128,4,32,9,10,64,16,1073741824,-56086,82890760
256,false,200000,lz4,2,512,128,8,8,9,4,8,524288,-68918,83889351
